Id	InstrumentId	InstrumentMapping	InstrumentMappingId	Isin	Isin_Status	Desc	Issuer	IssuerId	IssuerType	MarketId	ParValue	SecurityType	SecurityTypeStr	Status	StatusStr	TermCode	Ticker	Type	TypeStr	PriceMultiplier	ExternalId	ExternalSource	DeliveryMethod	Eligibility	ErrorMsg	ErrorFlag	DateStart	DateStop	DateSettl	DateSettl_Status	DateIssue	Currency	CurrencyStr	CurrencyDefaultFlag	Date	Country	Code	CodeType
T214	T214	"ALL.CM_INSTRUMENT.ACM.0_2_US912803AM58_0_,ALL.CM_INSTRUMENT.MPP.US912803AM58"	ACM=0_2_US912803AM58_0_|MPP=US912803AM58	US912803AM58	0	SP 0.00 08/17	STRIP PRINC	54	Government		0	2	Cash	40	Open		SP	2	Cash	0.01	US912803AM58				<ValidationErr><ValidationWarn>	0	0	0	20170725	128	19870817	2	USD	0	20170724	US	912803AM5	1
T215	T215	"ALL.CM_INSTRUMENT.ACM.0_2_US912803AN32_0_,ALL.CM_INSTRUMENT.MPP.US912803AN32"	ACM=0_2_US912803AN32_0_|MPP=US912803AN32	US912803AN32	0	SP ZERO 05/18	USA	49	Government		0	2	Cash	40	Open		SP	2	Cash	0.01	US912803AN32				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19880516	2	USD	0	20170724	US	912803AN3	1
T216	T216	"ALL.CM_INSTRUMENT.ACM.0_2_US912803AS29_0_,ALL.CM_INSTRUMENT.MPP.US912803AS29,ALL.CM_INSTRUMENT.SDS.0_2_US912803AS29_0_"	ACM=0_2_US912803AS29_0_|MPP=US912803AS29|SDS=0_2_US912803AS29_0_	US912803AS29	0	SP ZERO 02/20	USA	49	Government		0	2	Cash	40	Open		SP	2	Cash	0.01	US912803AS29				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19900215	2	USD	0	20170724	US	912803AS2	1
T217	T217	"ALL.CM_INSTRUMENT.ACM.0_2_US912803AV57_0_,ALL.CM_INSTRUMENT.MPP.US912803AV57"	ACM=0_2_US912803AV57_0_|MPP=US912803AV57	US912803AV57	0	SP 0.00 02/21	STRIP PRINC	54	Government		0	2	Cash	40	Open		SP	2	Cash	0.01	US912803AV57				<ValidationErr><ValidationWarn>	0	0	0	20170725	128	19910215	2	USD	0	20170724	US	912803AV5	1
T218	T218	"ALL.CM_INSTRUMENT.ACM.0_2_US912803AY96_0_,ALL.CM_INSTRUMENT.MPP.US912803AY96"	ACM=0_2_US912803AY96_0_|MPP=US912803AY96	US912803AY96	0	SP ZER 11/15/21	USA	49	Government		0	2	Cash	40	Open		SP	2	Cash	0.01	GV912803AY9				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19911115	2	USD	0	20170724	US	912803AY9	1
T219	T219	"ALL.CM_INSTRUMENT.ACM.0_2_US912803BM40_0_,ALL.CM_INSTRUMENT.MPP.US912803BM40"	ACM=0_2_US912803BM40_0_|MPP=US912803BM40	US912803BM40	0	SP ZERO 11/27	USA	49	Government		0	2	Cash	40	Open		SP	2	Cash	0.01	US912803BM40				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19971117	2	USD	0	20170724	US	912803BM4	1
T220	T220	"ALL.CM_INSTRUMENT.ACM.0_2_US912803CF89_0_,ALL.CM_INSTRUMENT.MPP.US912803CF89"	ACM=0_2_US912803CF89_0_|MPP=US912803CF89	US912803CF89	0	SIIP 0.00 04/29	STRIPS TII PRINC	55	Government		0	2	Cash	40	Open		SIIP	2	Cash	0.01	US912803CF89				<ValidationErr><ValidationWarn>	0	0	0	20170725	128	19990415	2	USD	0	20170724	US	912803CF8	1
T222	T222	"ALL.CM_INSTRUMENT.ACM.0_2_US912810DL99_0_,ALL.CM_INSTRUMENT.MPP.US912810DL99"	ACM=0_2_US912810DL99_0_|MPP=US912810DL99	US912810DL99	0	T 12.50 08/14	USA	49	Government		0	2	Cash	40	Open		T	2	Cash	0.01	US912810DL99				<ValidationErr><ValidationWarn>	0	0	0	20140815	128	19840815	2	USD	0	20170724	US	912810DL9	1
T223	T223	"ALL.CM_INSTRUMENT.ACM.0_2_US912810DN55_0_,ALL.CM_INSTRUMENT.MPP.US912810DN55"	ACM=0_2_US912810DN55_0_|MPP=US912810DN55	US912810DN55	0	T 11.75 11/14	USA	49	Government		0	2	Cash	40	Open		T	2	Cash	0.01	US912810DN55				<ValidationErr><ValidationWarn>	0	0	0	20141115	128	19841115	2	USD	0	20170724	US	912810DN5	1
T229	T229	"ALL.CM_INSTRUMENT.ACM.0_2_US912810DP04_0_,ALL.CM_INSTRUMENT.MPP.US912810DP04"	ACM=0_2_US912810DP04_0_|MPP=US912810DP04	US912810DP04	0	T 11.25 02/15/15	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810DP0				<ValidationErr><ValidationWarn>	0	0	0	20150215	128	19850215	2	USD	0	20170724	US	912810DP0	1
T225	T225	"ALL.CM_INSTRUMENT.ACM.0_2_US912810DS43_0_,ALL.CM_INSTRUMENT.MPP.US912810DS43"	ACM=0_2_US912810DS43_0_|MPP=US912810DS43	US912810DS43	0	T 10.62 08/15	USA	49	Government		0	2	Cash	40	Open		T	2	Cash	0.01	US912810DS43				<ValidationErr><ValidationWarn>	0	0	0	20150815	128	19850815	2	USD	0	20170724	US	912810DS4	1
T230	T230	"ALL.CM_INSTRUMENT.ACM.0_2_US912810DT26_0_,ALL.CM_INSTRUMENT.MPP.US912810DT26"	ACM=0_2_US912810DT26_0_|MPP=US912810DT26	US912810DT26	0	T 9.875 11/15	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	US912810DT26				<ValidationErr><ValidationWarn>	0	0	0	20151115	128	19851129	2	USD	0	20170724	US	912810DT2	1
T231	T231	"ALL.CM_INSTRUMENT.ACM.0_2_US912810DV71_0_,ALL.CM_INSTRUMENT.MPP.US912810DV71"	ACM=0_2_US912810DV71_0_|MPP=US912810DV71	US912810DV71	0	T 9.25 02/15/16	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810DV7				<ValidationErr><ValidationWarn>	0	0	0	20160215	128	19860218	2	USD	0	20170724	US	912810DV7	1
T233	T233	"ALL.CM_INSTRUMENT.ACM.0_2_US912810DW54_0_,ALL.CM_INSTRUMENT.MPP.US912810DW54"	ACM=0_2_US912810DW54_0_|MPP=US912810DW54	US912810DW54	0	T 7.250 05/16	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	US912810DW54				<ValidationErr><ValidationWarn>	0	0	0	20160515	128	19860515	2	USD	0	20170724	US	912810DW5	1
T234	T234	"ALL.CM_INSTRUMENT.ACM.0_2_US912810DX38_0_,ALL.CM_INSTRUMENT.MPP.US912810DX38"	ACM=0_2_US912810DX38_0_|MPP=US912810DX38	US912810DX38	0	T 7.500 11/16	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	US912810DX38				<ValidationErr><ValidationWarn>	0	0	0	20161115	128	19861117	2	USD	0	20170724	US	912810DX3	1
T235	T235	"ALL.CM_INSTRUMENT.ACM.0_2_US912810DY11_0_,ALL.CM_INSTRUMENT.MPP.US912810DY11"	ACM=0_2_US912810DY11_0_|MPP=US912810DY11	US912810DY11	0	T 8.750 05/17	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	US912810DY11				<ValidationErr><ValidationWarn>	0	0	0	20170515	128	19870515	2	USD	0	20170724	US	912810DY1	1
T237	T237	"ALL.CM_INSTRUMENT.ACM.0_2_US912810DZ85_0_,ALL.CM_INSTRUMENT.MPP.US912810DZ85"	ACM=0_2_US912810DZ85_0_|MPP=US912810DZ85	US912810DZ85	0	T 8.875 08/17	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	US912810DZ85				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19870817	2	USD	0	20170724	US	912810DZ8	1
T232	T232	"ALL.CM_INSTRUMENT.ACM.0_2_US912810EA26_0_,ALL.CM_INSTRUMENT.MPP.US912810EA26"	ACM=0_2_US912810EA26_0_|MPP=US912810EA26	US912810EA26	0	T 9.125 05/15/18	USA	49	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810EA2				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19880516	2	USD	0	20170724	US	912810EA2	1
T238	T238	"ALL.CM_INSTRUMENT.ACM.0_2_US912810EB09_0_,ALL.CM_INSTRUMENT.MPP.US912810EB09,ALL.CM_INSTRUMENT.SDS.0_2_US912810EB09_0_"	ACM=0_2_US912810EB09_0_|MPP=US912810EB09|SDS=0_2_US912810EB09_0_	US912810EB09	0	T 9.0 11/15/18	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810EB0				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19881122	2	USD	0	20170724	US	912810EB0	1
T239	T239	"ALL.CM_INSTRUMENT.ACM.0_2_US912810EC81_0_,ALL.CM_INSTRUMENT.MPP.US912810EC81,ALL.CM_INSTRUMENT.SDS.0_2_US912810EC81_0_"	ACM=0_2_US912810EC81_0_|MPP=US912810EC81|SDS=0_2_US912810EC81_0_	US912810EC81	0	T 8.875 02/15/19	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810EC8				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19890215	2	USD	0	20170724	US	912810EC8	1
T240	T240	"ALL.CM_INSTRUMENT.ACM.0_2_US912810ED64_0_,ALL.CM_INSTRUMENT.MPP.US912810ED64"	ACM=0_2_US912810ED64_0_|MPP=US912810ED64	US912810ED64	0	T 8.125 08/19	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	US912810ED64				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19890815	2	USD	0	20170724	US	912810ED6	1
T236	T236	"ALL.CM_INSTRUMENT.ACM.0_2_US912810EE48_0_,ALL.CM_INSTRUMENT.MPP.US912810EE48,ALL.CM_INSTRUMENT.SDS.0_2_US912810EE48_0_"	ACM=0_2_US912810EE48_0_|MPP=US912810EE48|SDS=0_2_US912810EE48_0_	US912810EE48	0	T 8.500 02/20	USA	49	Government		0	2	Cash	40	Open		T	2	Cash	0.01	US912810EE48				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19900215	2	USD	0	20170724	US	912810EE4	1
T257	T257	"ALL.CM_INSTRUMENT.ACM.0_2_US912810EZ76_0_,ALL.CM_INSTRUMENT.MPP.US912810EZ76"	ACM=0_2_US912810EZ76_0_|MPP=US912810EZ76	US912810EZ76	0	T 6.625 02/15/27	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810EZ7				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19970218	2	USD	0	20170724	US	912810EZ7	1
T241	T241	"ALL.CM_INSTRUMENT.ACM.0_2_US912810EF13_0_,ALL.CM_INSTRUMENT.MPP.US912810EF13"	ACM=0_2_US912810EF13_0_|MPP=US912810EF13	US912810EF13	0	T 8.750 05/20	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	US912810EF13				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19900515	2	USD	0	20170724	US	912810EF1	1
T242	T242	"ALL.CM_INSTRUMENT.ACM.0_2_US912810EG95_0_,ALL.CM_INSTRUMENT.MPP.US912810EG95"	ACM=0_2_US912810EG95_0_|MPP=US912810EG95	US912810EG95	0	T 8.75 08/15/20	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810EG9				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19900815	2	USD	0	20170724	US	912810EG9	1
T243	T243	"ALL.CM_INSTRUMENT.ACM.0_2_US912810EH78_0_,ALL.CM_INSTRUMENT.MPP.US912810EH78"	ACM=0_2_US912810EH78_0_|MPP=US912810EH78	US912810EH78	0	T 7.875 02/15/21	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810EH7				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19910215	2	USD	0	20170724	US	912810EH7	1
T244	T244	"ALL.CM_INSTRUMENT.ACM.0_2_US912810EJ35_0_,ALL.CM_INSTRUMENT.MPP.US912810EJ35"	ACM=0_2_US912810EJ35_0_|MPP=US912810EJ35	US912810EJ35	0	T 8.125 05/15/21	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810EJ3				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19910515	2	USD	0	20170724	US	912810EJ3	1
T245	T245	"ALL.CM_INSTRUMENT.ACM.0_2_US912810EK08_0_,ALL.CM_INSTRUMENT.MPP.US912810EK08"	ACM=0_2_US912810EK08_0_|MPP=US912810EK08	US912810EK08	0	T 8.125 08/15/21	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810EK0				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19910815	2	USD	0	20170724	US	912810EK0	1
T246	T246	"ALL.CM_INSTRUMENT.ACM.0_2_US912810EL80_0_,ALL.CM_INSTRUMENT.MPP.US912810EL80"	ACM=0_2_US912810EL80_0_|MPP=US912810EL80	US912810EL80	0	T 8.0 11/15/21	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810EL8				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19911115	2	USD	0	20170724	US	912810EL8	1
T247	T247	"ALL.CM_INSTRUMENT.ACM.0_2_US912810EM63_0_,ALL.CM_INSTRUMENT.MPP.US912810EM63"	ACM=0_2_US912810EM63_0_|MPP=US912810EM63	US912810EM63	0	T 7.25 08/15/22	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810EM6				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19920817	2	USD	0	20170724	US	912810EM6	1
T26	T26	ALL.CM_INSTRUMENT.MPP.AU0000XCLWD4	MPP=AU0000XCLWD4	AU0000XCLWD4	0	ACGB 4.00 08/15	AUSTRALIAN INDEX LINKED	2	Government		0	2	Cash	40	Open		ACGB	2	Cash	0.01	AU0000XCLWD4				<ValidationErr><ValidationWarn>	0	0	0	20150820	128	19940518	4	AUD	0	20170724	AU	GG7191230	1
FBA2024BAH4	FBA2024BAH4	ALL.CM_INSTRUMENT.MPP.BAH4	MPP=BAH4		16	BAH4					0	4	Future	40	Open		BAH4	4	Future	0.01					<ValidationErr><ValidationWarn>	0	20240320	20240619	20170724	16	0	5	CAD	0	20170724	CA	BAH4	4
T250	T250	"ALL.CM_INSTRUMENT.ACM.0_2_US912810EQ77_0_,ALL.CM_INSTRUMENT.MPP.US912810EQ77"	ACM=0_2_US912810EQ77_0_|MPP=US912810EQ77	US912810EQ77	0	T 6.25 08/15/23	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810EQ7				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19930816	2	USD	0	20170724	US	912810EQ7	1
T251	T251	"ALL.CM_INSTRUMENT.ACM.0_2_US912810ES34_0_,ALL.CM_INSTRUMENT.MPP.US912810ES34"	ACM=0_2_US912810ES34_0_|MPP=US912810ES34	US912810ES34	0	T 7.5 11/15/24	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810ES3				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19940815	2	USD	0	20170724	US	912810ES3	1
T252	T252	"ALL.CM_INSTRUMENT.ACM.0_2_US912810ET17_0_,ALL.CM_INSTRUMENT.MPP.US912810ET17"	ACM=0_2_US912810ET17_0_|MPP=US912810ET17	US912810ET17	0	T 7.625 02/15/25	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810ET1				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19950215	2	USD	0	20170724	US	912810ET1	1
T253	T253	"ALL.CM_INSTRUMENT.ACM.0_2_US912810EV62_0_,ALL.CM_INSTRUMENT.MPP.US912810EV62"	ACM=0_2_US912810EV62_0_|MPP=US912810EV62	US912810EV62	0	T 6.875 08/15/25	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810EV6				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19950815	2	USD	0	20170724	US	912810EV6	1
T254	T254	"ALL.CM_INSTRUMENT.ACM.0_2_US912810EW46_0_,ALL.CM_INSTRUMENT.MPP.US912810EW46"	ACM=0_2_US912810EW46_0_|MPP=US912810EW46	US912810EW46	0	T 6.0 02/15/26	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810EW4				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19960215	2	USD	0	20170724	US	912810EW4	1
T292	T292	"ALL.CM_INSTRUMENT.ACM.0_2_US912828HA15_0_,ALL.CM_INSTRUMENT.MPP.US912828HA15"	ACM=0_2_US912828HA15_0_|MPP=US912828HA15	US912828HA15	0	T 4.75 08/15/17	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912828HA1				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	20070815	2	USD	0	20170724	US	912828HA1	1
T258	T258	"ALL.CM_INSTRUMENT.ACM.0_2_US912810FA17_0_,ALL.CM_INSTRUMENT.MPP.US912810FA17"	ACM=0_2_US912810FA17_0_|MPP=US912810FA17	US912810FA17	0	T 6.375 08/15/27	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810FA1				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19970815	2	USD	0	20170724	US	912810FA1	1
T259	T259	"ALL.CM_INSTRUMENT.ACM.0_2_US912810FB99_0_,ALL.CM_INSTRUMENT.MPP.US912810FB99"	ACM=0_2_US912810FB99_0_|MPP=US912810FB99	US912810FB99	0	T 6.125 11/15/27	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810FB9				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19971117	2	USD	0	20170724	US	912810FB9	1
T260	T260	"ALL.CM_INSTRUMENT.ACM.0_2_US912810FE39_0_,ALL.CM_INSTRUMENT.MPP.US912810FE39"	ACM=0_2_US912810FE39_0_|MPP=US912810FE39	US912810FE39	0	T 5.5 08/15/28	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810FE3				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19980817	2	USD	0	20170724	US	912810FE3	1
T261	T261	"ALL.CM_INSTRUMENT.ACM.0_2_US912810FF04_0_,ALL.CM_INSTRUMENT.MPP.US912810FF04,ALL.CM_INSTRUMENT.SDS.0_2_US912810FF04_0_"	ACM=0_2_US912810FF04_0_|MPP=US912810FF04|SDS=0_2_US912810FF04_0_	US912810FF04	0	T 5.25 11/15/28	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810FF0				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19981116	2	USD	0	20170724	US	912810FF0	1
T262	T262	"ALL.CM_INSTRUMENT.ACM.0_2_US912810FG86_0_,ALL.CM_INSTRUMENT.AFPM.0_2_US912810FG86_0_,ALL.CM_INSTRUMENT.MPP.US912810FG86"	ACM=0_2_US912810FG86_0_|AFPM=0_2_US912810FG86_0_|MPP=US912810FG86	US912810FG86	0	T 5.25 02/15/29	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810FG8				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19990216	2	USD	0	20170724	US	912810FG8	1
T264	T264	"ALL.CM_INSTRUMENT.ACM.0_2_US912810FJ26_0_,ALL.CM_INSTRUMENT.AFPM.0_2_US912810FJ26_0_,ALL.CM_INSTRUMENT.MPP.US912810FJ26"	ACM=0_2_US912810FJ26_0_|AFPM=0_2_US912810FJ26_0_|MPP=US912810FJ26	US912810FJ26	0	T 6.125 08/29	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	US912810FJ26				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19990816	2	USD	0	20170724	US	912810FJ2	1
T265	T265	"ALL.CM_INSTRUMENT.ACM.0_2_US912810FM54_0_,ALL.CM_INSTRUMENT.MPP.US912810FM54"	ACM=0_2_US912810FM54_0_|MPP=US912810FM54	US912810FM54	0	T 6.25 05/15/30	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810FM5				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	20000215	2	USD	0	20170724	US	912810FM5	1
T266	T266	"ALL.CM_INSTRUMENT.ACM.0_2_US912810FP85_0_,ALL.CM_INSTRUMENT.MPP.US912810FP85"	ACM=0_2_US912810FP85_0_|MPP=US912810FP85	US912810FP85	0	T 5.375 02/15/31	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810FP8				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	20010215	2	USD	0	20170724	US	912810FP8	1
T267	T267	"ALL.CM_INSTRUMENT.ACM.0_2_US912810FT08_0_,ALL.CM_INSTRUMENT.MPP.US912810FT08"	ACM=0_2_US912810FT08_0_|MPP=US912810FT08	US912810FT08	0	T 4.5 02/15/36	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810FT0				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	20060215	2	USD	0	20170724	US	912810FT0	1
T268	T268	"ALL.CM_INSTRUMENT.ACM.0_2_US912810PT97_0_,ALL.CM_INSTRUMENT.MPP.US912810PT97"	ACM=0_2_US912810PT97_0_|MPP=US912810PT97	US912810PT97	0	T 4.75 02/15/37	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810PT9				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	20070215	2	USD	0	20170724	US	912810PT9	1
T269	T269	"ALL.CM_INSTRUMENT.ACM.0_2_US912810PU60_0_,ALL.CM_INSTRUMENT.MPP.US912810PU60"	ACM=0_2_US912810PU60_0_|MPP=US912810PU60	US912810PU60	0	T 5.0 05/15/37	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810PU6				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	20070815	2	USD	0	20170724	US	912810PU6	1
T270	T270	"ALL.CM_INSTRUMENT.ACM.0_2_US912810PW27_0_,ALL.CM_INSTRUMENT.MPP.US912810PW27"	ACM=0_2_US912810PW27_0_|MPP=US912810PW27	US912810PW27	0	T 4.375 02/15/38	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810PW2				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	20080215	2	USD	0	20170724	US	912810PW2	1
T271	T271	"ALL.CM_INSTRUMENT.ACM.0_2_US912810PX00_0_,ALL.CM_INSTRUMENT.MPP.US912810PX00"	ACM=0_2_US912810PX00_0_|MPP=US912810PX00	US912810PX00	0	T 4.5 05/15/38	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810PX0				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	20080815	2	USD	0	20170724	US	912810PX0	1
T272	T272	"ALL.CM_INSTRUMENT.ACM.0_2_US912810QA97_0_,ALL.CM_INSTRUMENT.MPP.US912810QA97"	ACM=0_2_US912810QA97_0_|MPP=US912810QA97	US912810QA97	0	T 3.5 02/15/39	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810QA9				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	20090217	2	USD	0	20170724	US	912810QA9	1
T273	T273	"ALL.CM_INSTRUMENT.ACM.0_2_US912810QB70_0_,ALL.CM_INSTRUMENT.MPP.US912810QB70"	ACM=0_2_US912810QB70_0_|MPP=US912810QB70	US912810QB70	0	T 4.25 05/15/39	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810QB7				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	20090515	2	USD	0	20170724	US	912810QB7	1
T277	T277	"ALL.CM_INSTRUMENT.ACM.0_2_US912810QD37_0_,ALL.CM_INSTRUMENT.MPP.US912810QD37"	ACM=0_2_US912810QD37_0_|MPP=US912810QD37	US912810QD37	0	T 4.375 11/15/39	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810QD3				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	20091116	2	USD	0	20170724	US	912810QD3	1
T278	T278	"ALL.CM_INSTRUMENT.ACM.0_2_US912810QE10_0_,ALL.CM_INSTRUMENT.MPP.US912810QE10"	ACM=0_2_US912810QE10_0_|MPP=US912810QE10	US912810QE10	0	T 4.625 02/15/40	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810QE1				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	20100216	2	USD	0	20170724	US	912810QE1	1
T279	T279	"ALL.CM_INSTRUMENT.ACM.0_2_US912810QH41_0_,ALL.CM_INSTRUMENT.MPP.US912810QH41"	ACM=0_2_US912810QH41_0_|MPP=US912810QH41	US912810QH41	0	T 4.375 05/15/40	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810QH4				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	20100517	2	USD	0	20170724	US	912810QH4	1
T280	T280	"ALL.CM_INSTRUMENT.ACM.0_2_US912810QK79_0_,ALL.CM_INSTRUMENT.MPP.US912810QK79,ALL.CM_INSTRUMENT.SDS.0_2_US912810QK79_0_"	ACM=0_2_US912810QK79_0_|MPP=US912810QK79|SDS=0_2_US912810QK79_0_	US912810QK79	0	T 3.875 08/15/40	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810QK7				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	20100816	2	USD	0	20170724	US	912810QK7	1
T274	T274	"ALL.CM_INSTRUMENT.ACM.0_2_US912828CJ78_0_,ALL.CM_INSTRUMENT.MPP.US912828CJ78"	ACM=0_2_US912828CJ78_0_|MPP=US912828CJ78	US912828CJ78	0	T 4.75 05/15/14	USA	49	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912828CJ7				<ValidationErr><ValidationWarn>	0	0	0	20140515	128	20040517	2	USD	0	20170724	US	912828CJ7	1
T275	T275	"ALL.CM_INSTRUMENT.ACM.0_2_US912828CT50_0_,ALL.CM_INSTRUMENT.MPP.US912828CT50"	ACM=0_2_US912828CT50_0_|MPP=US912828CT50	US912828CT50	0	T 4.25 08/15/14	USA	49	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912828CT5				<ValidationErr><ValidationWarn>	0	0	0	20140815	128	20040816	2	USD	0	20170724	US	912828CT5	1
T276	T276	"ALL.CM_INSTRUMENT.ACM.0_2_US912828DC17_0_,ALL.CM_INSTRUMENT.MPP.US912828DC17"	ACM=0_2_US912828DC17_0_|MPP=US912828DC17	US912828DC17	0	T 4.25 11/15/14	USA	49	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912828DC1				<ValidationErr><ValidationWarn>	0	0	0	20141115	128	20041115	2	USD	0	20170724	US	912828DC1	1
T281	T281	"ALL.CM_INSTRUMENT.ACM.0_2_US912828DM98_0_,ALL.CM_INSTRUMENT.MPP.US912828DM98"	ACM=0_2_US912828DM98_0_|MPP=US912828DM98	US912828DM98	0	T 4.0 02/15/15	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912828DM9				<ValidationErr><ValidationWarn>	0	0	0	20150215	128	20050215	2	USD	0	20170724	US	912828DM9	1
